Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ARCH,1510,6,Arch Communication,83%,8%,8%,0%,0%,0%,0%,0%,0%,"Glaser, Marianne Herr",
ARCH,2040,1,History of World Architecture,27%,38%,24%,4%,4%,0%,0%,3%,1%,"Yusufoglu, Cihan",
ARCH,2520,1,Arch Foundations II,62%,23%,8%,8%,0%,0%,0%,0%,0%,"Terim, Berrin",
ARCH,2520,2,Arch Foundations II,71%,29%,0%,0%,0%,0%,0%,0%,0%,"Mendez, Clarissa A",
ARCH,2520,3,Arch Foundations II,54%,23%,15%,0%,8%,0%,0%,0%,0%,"Yusufoglu, Cihan",
ARCH,2520,4,Arch Foundations II,50%,36%,7%,0%,7%,0%,0%,0%,0%,"Floyd, Harrison Michael",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 8 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ARCH,2520,5,Arch Foundations II,77%,8%,8%,0%,8%,0%,0%,0%,0%,"Jefferies, Byron B",
ARCH,2520,6,Arch Foundations II,77%,23%,0%,0%,0%,0%,0%,0%,0%,"Beerman, Bryan Mathew",
ARCH,2520,7,Arch Foundations II,54%,23%,8%,0%,8%,0%,0%,8%,0%,"Coker, Kathleen Nicole",
ARCH,2700,1,Structures I,48%,35%,13%,0%,0%,0%,0%,0%,3%,"Nilsson, R Kent",
ARCH,2700,2,Structures I,53%,33%,11%,0%,3%,0%,0%,0%,0%,"Nilsson, R Kent",
ARCH,2710,1,Structures II,48%,48%,4%,0%,0%,0%,0%,0%,0%,"Albright, Dustin Graham",
ARCH,3510,4,Studio Clemson,82%,9%,0%,0%,0%,0%,0%,0%,9%,"Sculco, Steven James",
ARCH,3510,5,Studio Clemson,70%,20%,10%,0%,0%,0%,0%,0%,0%,"Herin, Samuel Bennet",
ARCH,4120,2,History Research,87%,13%,0%,0%,0%,0%,0%,0%,0%,"Roldan, Miguel",
ARCH,4140,1,Design Seminar,55%,45%,0%,0%,0%,0%,0%,0%,0%,"Brown, Timothy Burl",
ARCH,4140,3,Design Seminar,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Soyka, Gregory Anton",
ARCH,4520,1,Synthesis Studio,60%,33%,7%,0%,0%,0%,0%,0%,0%,"Trick, Amy Christine",
ARCH,4520,2,Synthesis Studio,60%,40%,0%,0%,0%,0%,0%,0%,0%,"Wilkerson, Julie Poe",
ARCH,4520,3,Synthesis Studio,53%,13%,33%,0%,0%,0%,0%,0%,0%,"Roberts, Kendall Maurice",
ARCH,4520,4,Synthesis Studio,29%,71%,0%,0%,0%,0%,0%,0%,0%,"Voltaire, Chloe",
ARCH,4520,5,Synthesis Studio,57%,43%,0%,0%,0%,0%,0%,0%,0%,"Urueta, Michael Benjamin",
ARCH,4520,6,Synthesis Studio,53%,33%,7%,7%,0%,0%,0%,0%,0%,"Kiser, Kyle David",
ARCH,4710,1,Arch Hist of Place,77%,15%,8%,0%,0%,0%,0%,0%,0%,"Bello, Norman Edward",
ARCH,4890,1,Internship,80%,20%,0%,0%,0%,0%,0%,0%,0%,"Charzewski, Jennifer Graham",
ARCH,6880,1,Arch Programming,44%,44%,11%,0%,0%,0%,0%,0%,0%,"Battisto, Dina G.",
ARCH,6990,3,Charrette Graphics,87%,9%,0%,0%,0%,0%,0%,0%,4%,"Beerman, Bryan Mathew",
ARCH,8110,1,Visualization II,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Dorsey, Rayshad Earnest",
ARCH,8420,1,Arch Studio II,22%,78%,0%,0%,0%,0%,0%,0%,0%,"Lee, David M",
ARCH,8420,2,Arch Studio II,38%,38%,13%,0%,0%,0%,0%,0%,13%,"Pass, Brandon George",
ARCH,8620,2,History/Theory III,56%,22%,0%,0%,22%,0%,0%,0%,0%,"Watson, Bradford A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 9 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ARCH,8640,1,History/Theory IV,88%,13%,0%,0%,0%,0%,0%,0%,0%,"Sculco, Steven James",
ARCH,8650,1,Topics in Health Policy,25%,63%,13%,0%,0%,0%,0%,0%,0%,"Joseph, Anjali",
ARCH,8710,1,Structures II,61%,22%,9%,0%,0%,0%,0%,0%,9%,"Albright, Dustin Graham",
ARCH,8740,1,Building Process:TR,89%,7%,4%,0%,0%,0%,0%,0%,0%,"Blouin, Vincent Yves Marie",
ARCH,8920,1,Comprehensive Studio,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Allison, David J",
ARCH,8920,2,Comprehensive Studio,59%,35%,6%,0%,0%,0%,0%,0%,0%,"Albright, Dustin Graham",
ARCH,8920,3,Comprehensive Studio,63%,31%,6%,0%,0%,0%,0%,0%,0%,"Heine, Ulrike Ann-Sophie",
ARCH,8920,4,Comprehensive Studio,33%,67%,0%,0%,0%,0%,0%,0%,0%,"Savory, Thomas Mark",
ARCH,8960,1,A+H Studio: Tectonic,43%,43%,0%,0%,14%,0%,0%,0%,0%,"Schlein, William L",
ART,1510,1,Foundations Art I,79%,7%,0%,7%,0%,0%,0%,7%,0%,"Brandt, Kiley Ann",
ART,1520,2,Foundations Art II,55%,27%,0%,0%,0%,0%,0%,18%,0%,"Stevens, Brooks Harris",
ART,1550,2,Foundations in Digital Art,33%,50%,8%,8%,0%,0%,0%,0%,0%,"Brandt, Kiley Ann",
ART,2060,1,Beginning Drawing,67%,17%,8%,0%,0%,0%,0%,8%,0%,"Smith, Jennifer Elaine",
ART,2070,1,Beginning Painting,67%,27%,7%,0%,0%,0%,0%,0%,0%,"McDonald, Maya Aida",
ART,2090,1,Beginning Sculpture,70%,30%,0%,0%,0%,0%,0%,0%,0%,"Schechter, Jason Alexander",
ART,2100,1,Art Appreciation,83%,7%,7%,0%,0%,0%,0%,3%,0%,"Manson V, Joseph Richard",
ART,2100,2,Art Appreciation,86%,7%,3%,3%,0%,0%,0%,0%,0%,"Manson V, Joseph Richard",
ART,2100,3,Art Appreciation,93%,0%,0%,0%,4%,0%,0%,4%,0%,"Griffin, Ellen",
ART,2100,10,Art Appreciation,97%,0%,0%,0%,3%,0%,0%,0%,0%,"Odum Walker, Beth Camille",
ART,2100,11,Art Appreciation,76%,14%,7%,0%,0%,0%,0%,3%,0%,"Pasquarelli, Joel",
ART,2110,1,Begin Printmaking,33%,25%,8%,0%,8%,0%,0%,25%,0%,"Ferguson, Mandy Loraine",
ART,2130,1,Begin Photography,80%,7%,13%,0%,0%,0%,0%,0%,0%,"Musick, Amanda Denise",
ART,2150,1,Begin Graphic Design,50%,30%,0%,10%,0%,0%,0%,0%,10%,"Sisk, Christopher Andrew",
ART,2210,1,Beginning New Media,30%,50%,10%,10%,0%,0%,0%,0%,0%,"Cohen, Jennifer B",
AS,1100,2,Heritage & Values of USAF II,90%,0%,0%,0%,0%,0%,0%,10%,0%,"Fields, Ian W",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 10 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
AS,2100,2,Team & Ldrshp Fundamentals II,88%,6%,0%,0%,0%,0%,0%,6%,0%,"Fields, Ian W",
ASL,1010,1,Am Sign Lang I,58%,33%,4%,4%,0%,0%,0%,0%,0%,"Clements, William Ryals",
ASL,1010,2,Am Sign Lang I,57%,39%,0%,0%,0%,0%,0%,4%,0%,"Goodrich, Tasha Lynette",
ASL,1010,3,Am Sign Lang I,78%,13%,9%,0%,0%,0%,0%,0%,0%,"Goodrich, Tasha Lynette",
ASL,1020,1,Am Sign Lang I,65%,13%,4%,9%,9%,0%,0%,0%,0%,"Hurdich, Jason",
ASL,1020,2,Am Sign Lang I,63%,11%,11%,0%,0%,0%,0%,16%,0%,"Hurdich, Jason",
ASL,1020,3,Am Sign Lang I,65%,25%,5%,5%,0%,0%,0%,0%,0%,"Fattibene, Anthony Pasquale",
ASL,1020,4,Am Sign Lang I,46%,38%,17%,0%,0%,0%,0%,0%,0%,"Fattibene, Anthony Pasquale",
ASL,2010,1,Am Sign Lang II,68%,9%,5%,5%,9%,0%,0%,5%,0%,"Hurdich, Jason",
ASL,2010,2,Am Sign Lang II,47%,37%,11%,0%,0%,0%,0%,5%,0%,"Hurdich, Jason",
ASL,2010,3,Am Sign Lang II,60%,20%,16%,4%,0%,0%,0%,0%,0%,"Fattibene, Anthony Pasquale",
ASL,2020,1,Am Sign Lang II,72%,22%,0%,0%,0%,0%,0%,6%,0%,"Clements, William Ryals",
ASL,2020,2,Am Sign Lang II,42%,42%,17%,0%,0%,0%,0%,0%,0%,"Clements, William Ryals",
ASL,2020,3,Am Sign Lang II,58%,33%,8%,0%,0%,0%,0%,0%,0%,"Goodrich, Tasha Lynette",
ASL,2020,4,Am Sign Lang II,68%,21%,4%,4%,0%,0%,0%,0%,4%,"Fattibene, Anthony Pasquale",
ASL,3000,2,Fingerspelling & Numbers - ASL,70%,20%,10%,0%,0%,0%,0%,0%,0%,"Fitzmaurice, Stephen Benjamin",
ASL,4350,1,Ethics in the ASL Community,77%,23%,0%,0%,0%,0%,0%,0%,0%,"Cripps, Jody Herbert",
ASTR,1010,1,Solar System Astronomy,57%,34%,8%,0%,1%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1010,2,Solar System Astronomy,62%,27%,8%,2%,1%,0%,0%,1%,0%,"Connick, David Edward",
ASTR,1020,1,Stellar Astronomy,30%,38%,21%,5%,3%,0%,0%,3%,0%,"Gyngard, Frank Martin",
ASTR,1030,1,Solar Systm Astr Lab,59%,18%,14%,5%,0%,0%,0%,0%,5%,"Connick, David Edward",
ASTR,1030,2,Solar Systm Astr Lab,75%,21%,4%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,3,Solar Systm Astr Lab,63%,25%,4%,0%,4%,0%,0%,4%,0%,"Connick, David Edward",
ASTR,1030,4,Solar Systm Astr Lab,58%,25%,4%,4%,4%,0%,0%,0%,4%,"Connick, David Edward",
ASTR,1030,5,Solar Systm Astr Lab,75%,4%,13%,0%,0%,0%,0%,8%,0%,"Connick, David Edward",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 11 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ASTR,1030,6,Solar Systm Astr Lab,74%,26%,0%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,7,Solar Systm Astr Lab,65%,24%,6%,0%,6%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,8,Solar Systm Astr Lab,88%,8%,4%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,9,Solar Systm Astr Lab,74%,17%,4%,4%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,10,Solar Systm Astr Lab,83%,13%,0%,0%,4%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,12,Solar Systm Astr Lab,65%,22%,13%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,13,Solar Systm Astr Lab,83%,13%,4%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,14,Solar Systm Astr Lab,83%,4%,4%,0%,0%,0%,0%,8%,0%,"Connick, David Edward",
ASTR,1030,15,Solar Systm Astr Lab,71%,21%,8%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,17,Solar Systm Astr Lab,75%,15%,5%,0%,5%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,18,Solar Systm Astr Lab,58%,42%,0%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1030,20,Solar Systm Astr Lab,71%,17%,8%,0%,4%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1040,1,Stellar Astr Lab,24%,53%,12%,6%,6%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1040,2,Stellar Astr Lab,73%,23%,5%,0%,0%,0%,0%,0%,0%,"Connick, David Edward",
ASTR,1040,5,Stellar Astr Lab,50%,30%,5%,5%,0%,0%,0%,10%,0%,"Connick, David Edward",
ASTR,3030,1,Galactic Astrophys,42%,17%,33%,8%,0%,0%,0%,0%,0%,"Gyngard, Frank Martin",
AUD,2850,1,Acoustics of Music,45%,55%,0%,0%,0%,0%,0%,0%,0%,"Altstatt, Hamilton S",
AUE,3020,10,Propulsion Systems Design,52%,30%,4%,9%,0%,0%,0%,4%,0%,"Zhu, Qilun",
AUE,4210,10,Automotive Multibody Sys Dsgn,10%,75%,15%,0%,0%,0%,0%,0%,0%,"Krovi, Venkat Narayan",
AUE,4620,1,Digital Automotive Manufact,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Krugh, Matthew Charles",
AUE,4930,10,Lightweight Composites,23%,54%,8%,0%,0%,0%,0%,15%,0%,"Sabet, Morteza Mark",
AUE,6930,6,Lightweight Design Using Compo,56%,37%,4%,0%,0%,0%,0%,4%,0%,"Sabet, Morteza Mark",
AUE,8160,1,Eng Combustion Emiss,50%,44%,0%,0%,0%,0%,0%,6%,0%,"Lawler, Benjamin John",
AUE,8200,1,Machine Perception & Intel,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Li, Bing",
AUE,8240,1,Autonomous Driving Technol,50%,42%,8%,0%,0%,0%,0%,0%,0%,"Jia, Yunyi",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 12 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
AUE,8500,1,Stability/Safety Sys,59%,41%,0%,0%,0%,0%,0%,0%,0%,"Ayalew, Beshah",
AUE,8670,1,Veh Manuf Proc I,47%,53%,0%,0%,0%,0%,0%,0%,0%,"Agarwal, Ankit",
AUE,8690,1,Qual Assur Automotiv Manuf Sys,71%,27%,2%,0%,0%,0%,0%,0%,0%,"Kivett, Dee Ann Wood",
AUE,9910,1,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Lawler, Benjamin John",
AUE,9910,5,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Farahani, Saeed",
AUE,9910,6,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Jia, Yunyi",
AUE,9910,7,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Krovi, Venkat Narayan",
AUE,9910,12,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Prucka, Robert G",
AUE,9910,17,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Harik, Ramy",
AVS,2000,1,Beef Cattle Tech,83%,17%,0%,0%,0%,0%,0%,0%,0%,"Cornett, Alexa Harvey",
AVS,2030,1,Dairy Sci Techniques,70%,30%,0%,0%,0%,0%,0%,0%,0%,"Aguerre, Matias Jose",
AVS,2090,1,Livestock Exhibition Technique,96%,0%,0%,0%,0%,0%,0%,4%,0%,"Miller, Richelle Lorraine",
AVS,2110,1,Meat Processing Techniques,88%,6%,0%,0%,0%,0%,0%,6%,0%,"Bolt, Brian G",
AVS,3010,1,Anat & Phys Dom Ani,67%,18%,9%,4%,0%,0%,0%,0%,4%,"Birrenkott, Glenn P",
AVS,3010,400,Anat & Phys Dom Ani,76%,16%,6%,2%,0%,0%,0%,0%,0%,"Birrenkott, Glenn P",
AVS,3100,1,Animal Health,76%,16%,4%,1%,0%,0%,0%,1%,0%,"Youssief, Mohammed",
,,,,,,,,,,,,,Abdelhay Elsayed,
AVS,3150,400,Animal Welfare,95%,3%,2%,0%,0%,0%,0%,0%,0%,"Ali, Ahmed Badr Abdelwahab",
AVS,3700,1,Principles of Animal Nutrition,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Gleaton, Heather Kathleen",
AVS,3750,1,Applied Animal Nutrition,47%,26%,11%,5%,11%,0%,0%,0%,0%,"Arguelles-Ramos, Mireille",
AVS,4010,1,Beef Production,79%,13%,4%,0%,0%,0%,0%,4%,0%,"Bolt, Brian G",
AVS,4090,3,Comp. Human & Vet Pathology,69%,15%,15%,0%,0%,0%,0%,0%,0%,"Bruner, Richard Hamilton",
AVS,4090,400,Rumenology,76%,18%,3%,0%,3%,0%,0%,0%,0%,"Lascano, Gustavo Jose",
AVS,4120,1,Advanced Equine Management,50%,33%,11%,6%,0%,0%,0%,0%,0%,"Vernon, Kristine Lang",
AVS,4130,1,Animal Products,64%,32%,3%,0%,0%,0%,0%,0%,0%,"Miller, Richelle Lorraine",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 13 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
AVS,4150,1,Contemporary Issues in AVS,74%,24%,3%,0%,0%,0%,0%,0%,0%,"Strickland, James Robert",
AVS,4230,1,Forages and Livestock Systems,37%,47%,11%,5%,0%,0%,0%,0%,0%,"Aguerre, Matias Jose",
AVS,4550,1,Animal Reproductive Management,73%,27%,0%,0%,0%,0%,0%,0%,0%,"Pratt, Scott Lee",
AVS,4560,1,Equine Reproductive Physiology,87%,10%,0%,3%,0%,0%,0%,0%,0%,"Hwang, Erika Christine",
AVS,4670,1,Animal Physiology II,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Youssief, Mohammed",
,,,,,,,,,,,,,Abdelhay Elsayed,
AVS,4700,1,Animal Genetics,76%,18%,4%,3%,0%,0%,0%,0%,0%,"Tsai, Kate Leanne Willingha",
AVS,4910,4,Laying Hen Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Ali, Ahmed Badr Abdelwahab",
AVS,4910,5,Undergrad Research Experience,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Aguerre, Matias Jose",
AVS,4910,9,Bovine In-Vitro Fertilization,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Hersom, Matthew J",
AVS,4910,10,Equi Phys Management Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Hwang, Erika Christine",
AVS,8010,5,Comp. Human & Vet Pathology,33%,67%,0%,0%,0%,0%,0%,0%,0%,"Bruner, Richard Hamilton",
AVS,8200,1,Graduate Seminar,71%,29%,0%,0%,0%,0%,0%,0%,0%,"Lascano, Gustavo Jose",
BCHM,3010,1,Molecular Biochemistry,47%,41%,6%,6%,0%,0%,0%,0%,0%,"Beebe, Lindsey Lee",
BCHM,3010,2,Molecular Biochemistry,45%,38%,17%,0%,0%,0%,0%,0%,0%,"Harris, Michael Timothy",
BCHM,3050,2,Essen Elements Bioch,68%,18%,5%,5%,2%,0%,0%,2%,0%,"Anderson, Heidi Dodson",
BCHM,3050,3,Essen Elements Bioch,75%,18%,5%,1%,1%,0%,0%,1%,0%,"Anderson, Heidi Dodson",
BCHM,3050,4,Essen Elements Bioch,27%,50%,16%,4%,2%,0%,0%,1%,1%,"Beebe, Lindsey Lee",
BCHM,3050,5,Essen Elements Bioch,60%,26%,9%,0%,0%,0%,0%,5%,0%,"Harris, Michael Timothy",
BCHM,4320,1,Bioch of Metabolism,50%,34%,10%,1%,3%,0%,0%,0%,1%,"Paul, Kimberly S",
BCHM,4360,1,Genes to Proteins,29%,35%,25%,3%,4%,0%,0%,0%,4%,"Sehorn, Michael Glen",
BCHM,4360,2,Genes to Proteins,79%,14%,7%,0%,0%,0%,0%,0%,0%,"Sehorn, Michael Glen",H
BCHM,4400,1,Bioinformatics,57%,22%,19%,0%,0%,0%,0%,3%,0%,"Wang, Liangjiang",
BCHM,4910,48,DNA Repair and Meiotic HR(HON),86%,14%,0%,0%,0%,0%,0%,0%,0%,"Sehorn, Michael Glen",H
BCHM,4930,1,Senior Seminar,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Cao, Weiguo",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 14 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
BCHM,6400,1,Bioinformatics,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Wang, Liangjiang",
BCHM,8070,2,EukPath Club,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Paul, Kimberly S",
BCHM,8140,1,Advanced Biochemistry,46%,38%,8%,0%,0%,0%,0%,8%,0%,"Smith, Kerry S.",
BCHM,8250,1,Seminar I,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Morris, Meredith Teilhet",
BDSI,8000,1,Biomed Data Sci & Info Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Masino, Aaron J",
BE,2120,1,Fundamentals of Biosys Engr,44%,56%,0%,0%,0%,0%,0%,0%,0%,"Drapcho, Caye Marie",
BE,3220,1,Sm Watershed Hydrology & Sed,52%,39%,9%,0%,0%,0%,0%,0%,0%,"Owino, Tom O.",
BE,4120,1,Heat & Mass Transport in BE,33%,38%,29%,0%,0%,0%,0%,0%,0%,"Drapcho, Caye Marie",
BE,4240,1,Ecological Engineering,54%,39%,4%,4%,0%,0%,0%,0%,0%,"Darnault, Christophe",
BE,4380,1,Bioprocess Engineering Design,81%,10%,10%,0%,0%,0%,0%,0%,0%,"Dodd, Thomas Herman",
BE,4400,1,Sustainable Energy Engineering,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Dodd, Thomas Herman",
BE,4990,3,CI:EWB Sust Design - Oyster,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Drapcho, Caye Marie",
BE,4990,5,CI Biodiesel,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Dodd, Thomas Herman",
BIOE,1010,1,Biol for Bioengr,82%,8%,3%,3%,3%,0%,0%,3%,0%,"Harvey, Tyler George",
BIOE,2000,1,Bioengr Professional Devel,97%,2%,0%,0%,0%,0%,0%,1%,0%,"Dean, Delphine",
BIOE,2010,1,Intro Biomed Engr,73%,23%,4%,0%,0%,0%,0%,0%,0%,"Bruce, Maria Margarita",
,,,,,,,,,,,,,Rodriguez,
BIOE,3020,1,Biomaterials,51%,38%,9%,0%,0%,0%,0%,2%,0%,"Webb, Charles K",
BIOE,3100,1,Engr Analysis of Physiol Proc,53%,43%,2%,0%,0%,0%,0%,0%,2%,"Dunn, Heather Walker",
BIOE,3200,1,Biomechanics,75%,20%,5%,0%,0%,0%,0%,0%,0%,"Nagatomi, Jiro",
BIOE,3210,1,Biofluid Mechanics,83%,14%,0%,0%,0%,0%,0%,3%,0%,"Thomas, Vishal Joseph",
BIOE,3460,1,Biomolecular Thermodynamics,77%,13%,10%,0%,0%,0%,0%,0%,0%,"Vertegel, Alexey Alexandrovich",
BIOE,3470,1,Transport Processes in Bioengr,71%,24%,4%,0%,0%,0%,0%,2%,0%,"Gao, Zhi",
BIOE,3700,1,Bioinst & Imaging,68%,24%,7%,0%,0%,0%,0%,0%,0%,"Gilmore, Jordon Anthony",
,,,,,,,,,,,,,Stowe,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 15 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
BIOE,4000,1,Bioengr Leadshp & MedTech Comm,87%,7%,6%,0%,0%,0%,0%,0%,0%,"Tam, Laura Elizabeth",
BIOE,4310,1,Medical Imaging,79%,21%,0%,0%,0%,0%,0%,0%,0%,"Ye, Tong",
BIOE,4420,1,Biomed App Gene Reg & Editing,83%,8%,8%,0%,0%,0%,0%,0%,0%,"Cottle, Renee Nicole",
BIOE,4510,4,Diverse Research Exp,75%,0%,13%,0%,0%,0%,0%,0%,13%,"Alexander, Angela Antoinette",
BIOE,4510,7,CI-Biomch Des/Eval Ortho Devic,89%,0%,11%,0%,0%,0%,0%,0%,0%,"Desjardins, John D",
BIOE,4510,8,CI-Mech/Ch Sensor Des BioMed,83%,0%,0%,0%,0%,0%,0%,17%,0%,"Desjardins, John D",
BIOE,4510,42,CI-Improving Dialysis Care,60%,20%,0%,0%,0%,0%,0%,20%,0%,"Singapogu, Ravikiran Bhaskar",
BIOE,4510,63,O.Y.S.T.E.R,86%,0%,0%,0%,0%,0%,0%,14%,0%,"Dunn, Heather Walker",
BIOE,6200,1,Sports Engineering,60%,20%,0%,0%,0%,0%,0%,20%,0%,"Harvey, Tyler George",
BIOE,6310,1,Medical Imaging,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Ye, Tong",
BIOE,6420,1,Biomed App Gene Reg & Editing,67%,20%,7%,0%,0%,0%,0%,7%,0%,"Cottle, Renee Nicole",
BIOE,6490,1,Drug Delivery,70%,30%,0%,0%,0%,0%,0%,0%,0%,"Lee, JeoungSoo",
BIOE,8000,1,Seminar in Bioeng,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Laberge, Martine",
BIOE,8000,843,Seminar in Bioeng,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Wu, Yongren",
BIOE,8610,1,Biomed Eng Product Translation,86%,14%,0%,0%,0%,0%,0%,0%,0%,"Mercuri, Jeremy J",
BIOE,8630,401,Reg & Clinical Aff for Med Dev,95%,5%,0%,0%,0%,0%,0%,0%,0%,"Mercuri, Jennifer Marie",
BIOE,8670,1,Product Devel & Valid MedTech,65%,24%,6%,0%,6%,0%,0%,0%,0%,"Tam, Laura Elizabeth",
BIOE,8680,1,Med Tech Risk & Fail Analysis,81%,19%,0%,0%,0%,0%,0%,0%,0%,"Tam, Laura Elizabeth",
BIOE,9910,4,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Cottle, Renee Nicole",
