Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
GEOG,3020,1,Economic Geography,75%,13%,0%,0%,0%,0%,0%,6%,0%,6%,0%,0%,Terry William Church,
GEOL,1010,1,Physical Geology,71%,18%,3%,0%,0%,0%,0%,2%,0%,5%,1%,0%,Coulson Alan B,
GEOL,1010,2,Physical Geology,69%,17%,4%,0%,1%,0%,0%,1%,0%,5%,1%,2%,Coulson Alan B,
GEOL,1010,3,Physical Geology,37%,24%,6%,0%,0%,0%,0%,2%,0%,28%,0%,4%,Fidler Mary Katherine,
GEOL,1010,4,Physical Geology,37%,24%,2%,0%,0%,0%,0%,6%,2%,26%,2%,2%,Fidler Mary Katherine,
GEOL,1030,1,Physical Geol Lab,17%,29%,13%,4%,0%,0%,0%,13%,0%,21%,0%,4%,Ranhofer Melissa L,
GEOL,1030,2,Physical Geol Lab,67%,25%,4%,0%,4%,0%,0%,0%,0%,0%,0%,0%,Coulson Alan B,
GEOL,1030,3,Physical Geol Lab,74%,13%,4%,0%,0%,0%,0%,4%,0%,4%,0%,0%,Coulson Alan B,
GEOL,1030,4,Physical Geol Lab,79%,8%,0%,4%,0%,0%,0%,8%,0%,0%,0%,0%,Coulson Alan B,
GEOL,1030,5,Physical Geol Lab,50%,10%,10%,0%,0%,0%,0%,0%,0%,30%,0%,0%,Coulson Alan B,
GEOL,1030,6,Physical Geol Lab,67%,25%,4%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Coulson Alan B,
GEOL,1030,7,Physical Geol Lab,30%,35%,9%,0%,0%,0%,0%,9%,0%,17%,0%,0%,Coulson Alan B,
GEOL,1030,8,Physical Geol Lab,54%,17%,0%,0%,0%,0%,0%,4%,0%,21%,4%,0%,Coulson Alan B,
GEOL,1030,9,Physical Geol Lab,35%,30%,26%,0%,0%,0%,0%,0%,0%,9%,0%,0%,Coulson Alan B,
GEOL,1030,10,Physical Geol Lab,42%,25%,8%,0%,0%,0%,0%,0%,0%,21%,0%,4%,Ranhofer Melissa L,
GEOL,1030,11,Physical Geol Lab,71%,21%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,Ranhofer Melissa L,
GEOL,1030,12,Physical Geol Lab,78%,13%,4%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Coulson Alan B,
GEOL,1030,13,Physical Geol Lab,71%,21%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,Coulson Alan B,
GEOL,1030,15,Physical Geol Lab,88%,8%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Coulson Alan B,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 69 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
GEOL,1030,16,Physical Geol Lab,71%,13%,0%,0%,0%,0%,0%,8%,0%,8%,0%,0%,Coulson Alan B,
GEOL,1030,17,Physical Geol Lab,67%,25%,0%,0%,0%,0%,0%,4%,0%,4%,0%,0%,Coulson Alan B,
GEOL,1120,1,Earth Resources,45%,32%,3%,0%,0%,0%,0%,3%,0%,12%,1%,4%,Scribner Emily Don,
GEOL,1120,2,Earth Resources,56%,29%,4%,0%,0%,0%,0%,3%,0%,6%,3%,0%,Scribner Emily Don,
GEOL,1140,1,Earth Resources Lab,68%,15%,5%,0%,0%,0%,0%,5%,0%,5%,0%,0%,Scribner Emily Don,
GEOL,2020,1,Earth History,56%,13%,6%,0%,0%,0%,0%,19%,0%,0%,6%,0%,Coulson Alan B,
GEOL,3130,1,Sedimentology & Stratigra,25%,50%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Pullen Alexander,
,,,,,,,,,,,,,,,,Thomas,
GEOL,4110,16,CI:SA Glacial Dust Producti,86%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,Fidler Mary Katherine,
GEOL,4210,1,GIS Applications in Geolog,48%,24%,5%,0%,0%,0%,0%,5%,14%,5%,0%,0%,Brame Scott E,
GEOL,4920,1,Resrch Synthesis II,69%,23%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Coulson Alan B,
GEOL,8090,1,Subsurface Remed Mod,63%,0%,0%,0%,0%,0%,0%,0%,0%,38%,0%,0%,Falta Ronald W,
GEOL,8610,1,Geology Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Popat Sudeep,
GEOL,8910,4,Master's Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Murdoch Lawrence C,
GER,1020,1,Elementary German,39%,6%,17%,0%,0%,0%,0%,28%,0%,11%,0%,0%,Ferrell J Lee,
GER,2010,1,Intermediate German,47%,16%,11%,0%,0%,0%,0%,5%,0%,21%,0%,0%,Stoicea Gabriela,
GER,2020,1,Intermediate German,37%,32%,0%,5%,0%,0%,0%,0%,0%,21%,0%,5%,Schmidt Johannes,
GER,2600,1,Topics in Ger Liter: Holoca,84%,8%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,Schmidt Johannes,
GER,3060,1,German Short Story,80%,7%,0%,7%,0%,0%,0%,0%,0%,0%,0%,7%,King Oswald Harris,
GRAD,7990,1,Comprehensive Study,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Fleming David S,
HCC,9910,7,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Knijnenburg Bart,
HCG,9910,401,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,DeLuca Jane Marie,
HIST,1010,1,History of the United State,28%,21%,3%,0%,0%,0%,0%,3%,0%,45%,0%,0%,Jeffries James,
,,,,,,,,,,,,,,,,Bradford,
HIST,1240,1,Environmental History Sur,17%,24%,9%,0%,1%,0%,0%,13%,0%,31%,1%,5%,Jeffries James,
,,,,,,,,,,,,,,,,Bradford,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 70 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
HIST,1720,2,The West and the World I,42%,24%,7%,1%,3%,0%,0%,5%,0%,13%,3%,3%,Dunn Caroline Dunn,
HIST,1730,1,The West and the World II,28%,41%,5%,1%,0%,0%,0%,12%,0%,9%,3%,2%,Kuehn Thomas J,
HIST,1730,2,The West and the World II,60%,19%,3%,0%,0%,0%,0%,3%,0%,11%,1%,3%,Marks Steven G,
HIST,1730,3,The West and the World II,51%,23%,3%,3%,0%,0%,0%,14%,0%,3%,3%,0%,Grubb C Alan,
HIST,2990,1,Historian's Craft,90%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,Moore Rachel Anne,
HIST,2990,2,Historian's Craft,71%,10%,0%,0%,0%,0%,0%,10%,10%,0%,0%,0%,Stoil Rebecca Anna,
HIST,3000,1,History of Colonial Americ,78%,19%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Wilson Lee Brady,
HIST,3060,1,US: Postwar World 1945-1,61%,26%,0%,0%,0%,0%,0%,6%,6%,0%,0%,0%,Stoil Rebecca Anna,
HIST,3170,1,Hist of Native Am Rel/Cult,46%,38%,0%,0%,0%,0%,0%,8%,0%,8%,0%,0%,Jeffries James,
,,,,,,,,,,,,,,,,Bradford,
HIST,3210,1,History of Science,67%,17%,0%,0%,0%,0%,0%,7%,0%,7%,3%,0%,Mack Pamela E,
HIST,3260,1,Hist Am Transport,43%,25%,4%,0%,0%,0%,0%,14%,0%,14%,0%,0%,Grant H Roger,
HIST,3280,1,US Legal History to 1890,78%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Wilson Lee Brady,
HIST,3300,1,Hist of Mod China,23%,30%,7%,0%,3%,0%,0%,3%,0%,33%,0%,0%,Moise Edwin E,
HIST,3400,1,Latin America I,87%,10%,0%,0%,0%,0%,0%,3%,0%,0%,0%,0%,Moore Rachel Anne,
HIST,3540,1,Greek World,64%,20%,0%,0%,0%,0%,0%,4%,0%,12%,0%,0%,Langenfeld Kathryn A,
HIST,3630,1,Britain Since 1688,58%,27%,4%,0%,0%,0%,0%,4%,0%,8%,0%,0%,Barczewski,
,,,,,,,,,,,,,,,,Stephanie L,
HIST,3730,1,Age of Protestant Reforma,46%,31%,8%,0%,0%,0%,0%,0%,0%,15%,0%,0%,Kuehn Thomas J,
HIST,3900,1,Modern Military History,14%,38%,14%,3%,0%,0%,0%,3%,3%,17%,0%,7%,Moise Edwin E,
HIST,3980,1,American Military History,41%,41%,0%,0%,0%,0%,0%,3%,0%,7%,0%,7%,Andrew John R,
HIST,4000,1,Local and Nearby History,86%,7%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,Grant H Roger,
HIST,4000,2,Reconstruction in SC,54%,46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Anderson Paul,
,,,,,,,,,,,,,,,,Christopher,
HIST,4200,1,History and Film,53%,27%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,Burns James M.,
HIST,4700,1,Medieval Christianity,44%,28%,6%,0%,0%,0%,0%,0%,0%,17%,0%,6%,Dunn Caroline Dunn,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 71 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
HIST,4900,2,Global History of Slavery,31%,69%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Hassell Stephanie N,
HIST,4900,3,Fake News & Historical For,37%,32%,11%,0%,5%,0%,0%,0%,0%,11%,0%,5%,Langenfeld Kathryn A,
HLTH,2020,1,Introduction to Public Heal,60%,30%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Kingree Jeffrey B,
HLTH,2020,2,Introduction to Public Heal,77%,15%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,Kingree Jeffrey B,
HLTH,2020,3,Introduction to Public Heal,72%,22%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Welsh Ralph Stewart,
HLTH,2020,400,Introduction to Public Heal,65%,35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Welsh Ralph Stewart,
HLTH,2030,1,Health Care Sys,61%,32%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,Staton Tanya Lee,
HLTH,2030,2,Health Care Sys,69%,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Staton Tanya Lee,
HLTH,2030,3,Health Care Sys,68%,25%,0%,0%,0%,0%,0%,4%,0%,4%,0%,0%,Tugman Becky Ann,
HLTH,2030,4,Health Care Sys,86%,10%,0%,0%,0%,0%,0%,0%,0%,3%,0%,0%,Welsh Ralph Stewart,
HLTH,2030,400,Health Care Sys,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Welsh Ralph Stewart,
HLTH,2400,1,Deter of Hlth Behav,50%,25%,4%,0%,0%,0%,0%,0%,0%,13%,0%,8%,Clinkscales Amelia,
,,,,,,,,,,,,,,,,Beasley,
HLTH,2400,2,Deter of Hlth Behav,63%,25%,0%,0%,0%,0%,0%,4%,0%,4%,0%,4%,Clinkscales Amelia,
,,,,,,,,,,,,,,,,Beasley,
HLTH,2600,1,Medical Terminology & Co,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Edwards Karen W,
HLTH,2600,2,Medical Terminology & Co,57%,22%,9%,0%,0%,0%,0%,0%,0%,9%,4%,0%,Edwards Karen W,
HLTH,2600,3,Medical Terminology & Co,53%,32%,5%,0%,0%,0%,0%,0%,0%,11%,0%,0%,Edwards Karen W,
HLTH,2980,2,Human Health and Disease,39%,57%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Long Johnny T,
HLTH,3800,1,Epidemiology,58%,28%,0%,0%,0%,0%,0%,5%,0%,5%,2%,2%,Falta Deborah Alma,
HLTH,3980,1,Health Appraisal Skills,54%,31%,0%,0%,0%,0%,0%,0%,0%,15%,0%,0%,Meyer Kathleen M,
HLTH,3980,2,Health Appraisal Skills,57%,36%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,Meyer Kathleen M,
HLTH,4150,1,Obesity & Eating Dis,91%,0%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,Tugman Becky Ann,
HLTH,4190,1,Health Sci Internship Prep,78%,17%,0%,0%,0%,0%,0%,2%,0%,2%,0%,0%,Meyer Kathleen M,
HLTH,4310,1,Public & Environ Hlt,56%,27%,0%,0%,0%,0%,0%,0%,0%,18%,0%,0%,Falta Deborah Alma,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 72 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
HLTH,4600,1,Health Info Systems,70%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,20%,Jing Xia,
HLTH,4780,1,Health Policy Ethics and La,69%,15%,4%,0%,0%,0%,0%,0%,0%,8%,0%,4%,Spitler Hugh Donald,
HLTH,4790,1,Fin Mgmt & Hlth Budg,70%,22%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,Truong Khoa Dang,
HLTH,4800,1,Comm Hlth Promotion,84%,11%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,Long Johnny T,
HLTH,4900,1,Res Eval St Pub Hlth,80%,9%,0%,0%,0%,0%,0%,0%,0%,9%,3%,0%,Shi Lu,
HLTH,4900,4,Res Eval St Pub Hlth,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Witrick Brian Alex,
HLTH,4970,10,Aspire to Be Well CI,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Dixon Chloe Greene,
HLTH,8130,500,Population Health and Res,82%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Cartmell Kathleen,
,,,,,,,,,,,,,,,,Buford,
HLTH,8310,1,Quantitative Analy in Hlth I,85%,0%,0%,0%,0%,0%,0%,0%,0%,15%,0%,0%,Rennert Lior,
,,,,,,,,,,,,,,,,Mordechai,
HLTH,8890,1,Sem in App Hlth Rsrch & E,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Williams Joel Edward,
HON,2030,2,The Soviet Utopia,86%,7%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,Volkova Olga,H
,,,,,,,,,,,,,,,,Anatolyevna,
HON,2060,1,The Science of Ethics,72%,17%,0%,0%,0%,0%,0%,0%,0%,11%,0%,0%,Starkey Charles,H
HON,2210,2,Reading Rape & White Sup,88%,6%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,Hislop Maya Sylvia,H
HON,4000,14,Honors Contract-BIOL 223,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Cummings John R,H
HORT,2020,1,Adobe Digital Design,84%,3%,0%,0%,0%,0%,0%,6%,0%,3%,3%,0%,Lay Janice Ann,
HORT,2110,1,Growing Spring Plnts,28%,44%,17%,0%,0%,0%,0%,0%,0%,11%,0%,0%,Faust James Emerson,
HORT,4040,1,Plant Propagation,16%,35%,19%,3%,0%,0%,0%,6%,0%,16%,0%,3%,Adelberg Jeffrey W,
HORT,4050,1,Plant Propagation Techniq,82%,9%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,Adelberg Jeffrey W,
HORT,4050,2,Plant Propagation Techniq,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Adelberg Jeffrey W,
HORT,4080,7,Sustain Landscpe Demo Ga,91%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,Vincent Ellen Anita,
HORT,4270,1,Urban Tree Care,0%,45%,18%,9%,0%,0%,0%,0%,0%,18%,0%,9%,Polomski Robert F,
HORT,4330,1,Weed Management,23%,31%,27%,0%,0%,0%,0%,0%,0%,12%,0%,8%,Whitwell Ted,
HORT,4330,1,Weed Management,23%,31%,27%,0%,0%,0%,0%,0%,0%,12%,0%,8%,Whitwell Ted,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 73 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
HORT,4610,1,Advanc Landscape Garden,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Vincent Ellen Anita,
HP,8910,1,Thesis in Historic Pres,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Marcoux Jon B,
HRD,8250,400,Organization Development,88%,9%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Carter Angela,
,,,,,,,,,,,,,,,,Danielle,
HRD,8470,400,Instru System Design,88%,5%,0%,0%,0%,0%,0%,0%,5%,3%,0%,0%,Carter Angela,
,,,,,,,,,,,,,,,,Danielle,
HRD,8490,400,Eval of T&D/Hrd Prog,75%,22%,0%,0%,0%,0%,0%,0%,0%,3%,0%,0%,Frady Kristin Kelly,
HRD,8800,400,Research Concepts,87%,0%,6%,0%,0%,0%,0%,0%,6%,0%,0%,0%,Sims Cynthia M,
IE,2100,1,Des Analysis Wrk Sys,51%,32%,0%,0%,0%,0%,0%,1%,0%,17%,0%,0%,Neyens David M,
IE,3010,1,Systems Design I,84%,13%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Garvin Walter,
,,,,,,,,,,,,,,,,Lawrence,
IE,3600,1,Industrial Apps of Prob/Sta,22%,21%,7%,4%,1%,0%,0%,2%,0%,37%,1%,4%,Kharoufeh Jeffrey,
,,,,,,,,,,,,,,,,Paul,
IE,3600,2,Industrial Apps of Prob/Sta,68%,15%,3%,0%,0%,0%,0%,3%,0%,5%,0%,8%,GULCAN BERKAY,
,,,,,,,,,,,,,,,,EREN,
IE,3610,2,Industrial App of Prob/Stat,49%,27%,3%,1%,0%,0%,0%,6%,0%,13%,1%,0%,Melloy Brian J,
IE,3800,1,Deterministic Operations R,44%,31%,6%,0%,0%,0%,0%,3%,0%,11%,1%,3%,Magagnotti Mariah,
,,,,,,,,,,,,,,,,Soibhan,
IE,3800,2,Deterministic Operations R,70%,15%,0%,0%,0%,0%,0%,5%,0%,10%,0%,0%,Siddig Murwan H,
IE,3810,1,Probabilistic Operations Rs,68%,22%,5%,0%,0%,0%,0%,0%,0%,5%,0%,0%,Hasankhani Kohneh,
,,,,,,,,,,,,,,,,Shahri Farhad,
IE,3810,2,Probabilistic Operations Rs,55%,23%,3%,0%,0%,0%,0%,0%,0%,16%,3%,0%,Delshad Sisi Saeid,
IE,3840,1,Engr Econ Analysis,28%,15%,6%,2%,0%,0%,0%,19%,0%,15%,0%,15%,Melloy Brian J,
IE,3840,2,Engr Econ Analysis,73%,15%,2%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Nguyen Di Hoai,
IE,3840,7,Engr Econ Analysis,22%,30%,9%,13%,9%,0%,0%,0%,4%,13%,0%,0%,Kurz Mary Elizabeth,
IE,3860,1,Production Planning & Con,38%,24%,9%,1%,1%,0%,0%,0%,0%,20%,4%,2%,Taaffe Kevin M,
IE,4400,1,Decision Support Sys,41%,32%,5%,1%,0%,0%,0%,2%,0%,18%,0%,1%,Kurz Mary Elizabeth,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 74 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
IE,4610,1,Quality Engineering,65%,23%,3%,0%,0%,0%,0%,0%,0%,7%,0%,2%,Magagnotti Mariah,
,,,,,,,,,,,,,,,,Soibhan,
IE,4610,2,Quality Engineering,52%,15%,7%,0%,0%,0%,0%,7%,0%,11%,0%,7%,Liu Di,
IE,4620,1,Six Sigma Quality,83%,13%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Kivett Dee Ann Wood,
IE,4650,1,Facilities Planning & Desig,45%,32%,3%,1%,0%,0%,0%,4%,0%,12%,0%,3%,Melloy Brian J,
IE,4670,1,System Design II,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Garvin Walter,
,,,,,,,,,,,,,,,,Lawrence,
IE,4820,1,Systems Modeling,41%,20%,3%,1%,0%,0%,0%,3%,0%,22%,1%,9%,Isik Tugce,
IE,4850,1,Survey Opt Methods,58%,21%,0%,0%,0%,0%,0%,6%,0%,12%,3%,0%,Song Yongjia,
IE,4880,1,Human Factors Eng,29%,38%,3%,0%,0%,0%,0%,0%,0%,30%,0%,0%,Chalil Madathil Kapil,
IE,4910,8,Python Machine Learning,68%,4%,4%,0%,0%,0%,0%,21%,0%,4%,0%,0%,Mason Scott Jennings,H
IE,4910,15,Healthcare Systems Model,74%,14%,2%,0%,2%,0%,0%,0%,0%,7%,0%,0%,Taaffe Kevin M,
IE,6910,8,Python Machine Learning,92%,0%,0%,0%,0%,0%,0%,3%,0%,5%,0%,0%,Mason Scott Jennings,H
IE,6910,15,Healthcare Systems Model,86%,5%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Taaffe Kevin M,
IE,8520,1,Prescriptive Analytics,75%,21%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,Magagnotti Mariah,
,,,,,,,,,,,,,,,,Soibhan,
IE,8540,1,SC & Logistics Modeling I,76%,20%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Ferrell William G,
IE,8580,1,Case Study Supply Chn & L,87%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Mason Scott Jennings,
IE,9910,18,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Song Yongjia,
INT,1510,1,UPIC Internship PT 1,0%,0%,0%,0%,0%,97%,0%,3%,0%,0%,0%,0%,Robinson Lisa Marie,
INT,1540,1,UPIC Internship PT 4,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Kelley-Hall Caren,
INT,2010,1,Off-Campus Internship FT,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Neely Brittany Paige,
INT,2510,1,UPIC Internship FT 1,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Robinson Lisa Marie,
INT,2520,1,UPIC Internship FT 2,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Kelley-Hall Caren,
INT,8010,1,Graduate Student Internsh,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Neely Brittany Paige,
INT,8010,2,Graduate Student Internsh,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Neely Brittany Paige,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 75 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
INT,8010,3,Graduate Student Internsh,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Neely Brittany Paige,
IS,1010,1,CCA International Experien,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Ghita Lucian,
IS,1010,2,CCA International Experien,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Ghita Lucian,
IS,1010,3,CCA International Experien,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Ghita Lucian,
IS,2100,615,Sel Top International Studi,95%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Wilson Meredith Fant,
ITAL,1010,1,Elementary Italian,77%,14%,5%,0%,0%,0%,0%,0%,0%,0%,0%,5%,Schmidt Julia,
ITAL,1010,2,Elementary Italian,31%,54%,0%,0%,0%,0%,0%,8%,0%,8%,0%,0%,Schmidt Julia,
ITAL,1020,2,Elementary Italian,42%,32%,5%,0%,0%,0%,0%,5%,0%,11%,0%,5%,Schmidt Julia,
JAPN,1010,1,Elementary Japanese,47%,18%,0%,0%,6%,0%,0%,18%,0%,12%,0%,0%,Suto Saori,
JAPN,1020,1,Elementary Japanese,80%,10%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,Suto Saori,
JAPN,1020,2,Elementary Japanese,33%,33%,0%,0%,0%,0%,0%,17%,0%,17%,0%,0%,Suto Saori,
JAPN,2010,1,Intermed Japanese,60%,20%,10%,0%,0%,0%,0%,10%,0%,0%,0%,0%,Saito Satomi,
JAPN,2020,1,Intermed Japanese,55%,36%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Saito Satomi,
JAPN,3060,1,Japanese Conversation & C,60%,10%,10%,0%,0%,0%,0%,10%,0%,0%,0%,10%,Saito Kumiko,
JUST,2880,1,The Criminal Justice Syste,61%,18%,2%,0%,0%,0%,0%,4%,0%,8%,4%,4%,Britz Margaret Tina,
JUST,2890,1,Criminology,42%,23%,8%,0%,0%,0%,0%,2%,0%,21%,2%,2%,Costello Matthew,
,,,,,,,,,,,,,,,,John,
JUST,4280,1,Criminal Law,57%,23%,2%,0%,0%,0%,0%,0%,0%,17%,0%,0%,Hester Rhys A,
JUST,4910,1,Policing,72%,11%,3%,0%,0%,0%,0%,6%,3%,3%,0%,3%,Dorn Shelagh E,
JUST,4930,1,Corrections,65%,21%,2%,0%,0%,0%,0%,2%,0%,9%,0%,0%,Miller Bryan Lee,
JUST,4940,1,Organized Crime,59%,20%,7%,0%,4%,0%,0%,0%,0%,4%,4%,2%,Britz Margaret Tina,
JUST,4990,2,Race and Crime,44%,31%,0%,0%,0%,0%,0%,6%,0%,6%,0%,13%,Starks Brian Chad,
JUST,4990,3,Intro to Forensic Science,80%,17%,0%,0%,0%,0%,0%,0%,0%,3%,0%,0%,Edwards Tiffany,
,,,,,,,,,,,,,,,,Brianne Hezel,
