Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,2500,37,Public Speaking (HON),86%,7%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Crocker, Sara",H
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,40,Public Speaking,33%,39%,22%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Covert, Marshall",
,,,,,,,,,,,,,,,,Thomas,
COM,2500,41,Public Speaking,63%,32%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Walker, Brittanny",
,,,,,,,,,,,,,,,,Lanay,
COM,2500,42,Public Speaking,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Walker, Brittanny",
,,,,,,,,,,,,,,,,Lanay,
COM,2500,44,Public Speaking,84%,5%,0%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Walker, Brittanny",
,,,,,,,,,,,,,,,,Lanay,
COM,2500,45,Public Speaking,74%,21%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Bryant, Kevin L",
COM,2500,400,Public Speaking,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,2500,401,Public Speaking,79%,11%,0%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,2500,402,Public Speaking,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,2500,403,Public Speaking,89%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alexis Zachary",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 48 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,3050,2,Persuasion,41%,30%,19%,4%,0%,0%,0%,7%,0%,0%,0%,0%,"Calabrese,",
,,,,,,,,,,,,,,,,Christopher Giacomo,
,,,,,,,,,,,,,,,,Yoshi,
COM,3080,1,Public Comm & Pop Cultur,45%,45%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ash, Erin Michelle",
COM,3120,1,Technical Video Prod/Post-,91%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Rodgers, Michael E.",
COM,3130,1,Storytelling and Reporting,90%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Robertson, Nigel F",
COM,3230,1,Social Media Analytics,95%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Henderson, William",
,,,,,,,,,,,,,,,,Joseph,
COM,3240,1,"Communication, Sport & S",79%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Boatwright, Brandon",
,,,,,,,,,,,,,,,,Carl,
COM,3240,2,"Communication, Sport & S",85%,11%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Hakim, Samuel David",
COM,3260,1,Strategic Comm in Sports,84%,9%,3%,0%,0%,0%,0%,0%,3%,0%,0%,0%,"Boatwright, Brandon",
,,,,,,,,,,,,,,,,Carl,
COM,3270,1,Sports Media Criticism,19%,74%,0%,0%,4%,0%,0%,4%,0%,0%,0%,0%,"Denham, Bryan E.",
COM,3280,1,Social Media and Sports Co,74%,26%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Rey, Rikishi Teren",
COM,3310,1,Media Communication,84%,12%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,"Gilmore, James",
,,,,,,,,,,,,,,,,Nicholas,
COM,3420,1,Producing Newscasts,69%,15%,8%,0%,0%,0%,0%,0%,8%,0%,0%,0%,"Johnson, Wanda A",
COM,3480,1,Interpersonal Comm,59%,32%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Okamoto, Kristen",
,,,,,,,,,,,,,,,,Elaine,
COM,3550,1,Principles of Public Relatio,53%,40%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Morehouse, Jordan",
,,,,,,,,,,,,,,,,Leigh,
COM,3550,2,Principles of Public Relatio,35%,41%,16%,0%,5%,0%,0%,3%,0%,0%,0%,0%,"Morehouse, Jordan",
,,,,,,,,,,,,,,,,Leigh,
COM,3580,1,PR for Assoc & Nonprofits,71%,21%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,"Harrison, Virginia",
,,,,,,,,,,,,,,,,Susan,
COM,3650,1,Critical-Cultural Comm,56%,19%,6%,6%,0%,0%,0%,6%,6%,0%,0%,0%,"Gilmore, James",
,,,,,,,,,,,,,,,,Nicholas,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 49 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,3660,1,Ugrad Comm Tutors,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alyssa",
,,,,,,,,,,,,,,,,Christine,
COM,3660,2,Media Psychology,64%,32%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"McKenzie, Ashley",
,,,,,,,,,,,,,,,,Hedrick,
COM,3690,1,Political Comm,73%,18%,5%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Linvill, Darren L",
COM,3810,1,Communication and Healt,47%,35%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Rey, Rikishi Teren",
COM,3820,1,Health Comm in Communi,77%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wingate, Victoria",
,,,,,,,,,,,,,,,,Skye,
COM,4250,2,Adv Sports Comm,48%,30%,9%,0%,9%,0%,0%,4%,0%,0%,0%,0%,"Cranmer, Gregory",
,,,,,,,,,,,,,,,,Keith,
COM,4270,1,Comm in Sports Organizati,77%,19%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Harrison, Virginia",
,,,,,,,,,,,,,,,,Susan,
COM,4900,1,Communication Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pindar, Lori Marlise",
COM,4980,1,Academic & Professional D,0%,0%,0%,0%,0%,96%,4%,0%,0%,0%,0%,0%,"Pindar, Lori Marlise",
COM,8000,1,Communication Pedagogy,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Gilmore, Elizabeth",
,,,,,,,,,,,,,,,,Ann Kaszynski,
COM,8230,1,"Tech, Desire, and Disability",93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Scott, David Travers",
COM,8800,1,Directed Readings in Com,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Ash, Erin Michelle",
COM,8910,1,Master's Thesis Research,0%,0%,0%,0%,0%,91%,0%,9%,0%,0%,0%,0%,"Ash, Erin Michelle",
COM,8980,1,Colloquium,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Ash, Erin Michelle",
COOP,1000,1,Intro to Cooperative Educa,0%,0%,0%,0%,0%,93%,0%,7%,0%,0%,0%,0%,"Torres, Maria Del",
,,,,,,,,,,,,,,,,Carmen,
COOP,1000,2,Intro to Cooperative Educa,0%,0%,0%,0%,0%,93%,0%,7%,0%,0%,0%,0%,"Fecher, Alison",
,,,,,,,,,,,,,,,,Elizabeth,
COOP,1000,3,Intro to Cooperative Educa,0%,0%,0%,0%,0%,85%,0%,15%,0%,0%,0%,0%,"Moore, Jeffrey T",
COOP,1000,4,Intro to Cooperative Educa,0%,0%,0%,0%,0%,96%,0%,4%,0%,0%,0%,0%,"Elmore, Monique",
,,,,,,,,,,,,,,,,Natasha,
COOP,1000,5,Intro to Cooperative Educa,0%,0%,0%,0%,0%,97%,0%,3%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 50 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COOP,1000,6,Intro to Cooperative Educa,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Torres, Maria Del",
,,,,,,,,,,,,,,,,Carmen,
COOP,1000,7,Intro to Cooperative Educa,0%,0%,0%,0%,0%,95%,0%,5%,0%,0%,0%,0%,"Fecher, Alison",
,,,,,,,,,,,,,,,,Elizabeth,
COOP,1000,8,Intro to Cooperative Educa,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Moore, Jeffrey T",
COOP,1000,9,Intro to Cooperative Educa,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Elmore, Monique",
,,,,,,,,,,,,,,,,Natasha,
COOP,1010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,1020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,1030,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,2010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,2020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,6010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Burton, O'Neil B",
COOP,6020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Burton, O'Neil B",
CPSC,1010,10,Computer Science I,21%,24%,12%,13%,13%,0%,0%,17%,0%,0%,0%,0%,"Kittelstad, Catherine",
,,,,,,,,,,,,,,,,Ann,
CPSC,1010,20,Computer Science I,27%,36%,17%,6%,5%,0%,0%,9%,0%,0%,0%,0%,"Kittelstad, Catherine",
,,,,,,,,,,,,,,,,Ann,
CPSC,1020,10,Computer Science II,16%,31%,18%,11%,8%,0%,0%,15%,1%,0%,0%,0%,"Wooster, Edgar",
,,,,,,,,,,,,,,,,Daniels,
CPSC,1020,20,Computer Science II,20%,39%,25%,3%,5%,0%,0%,8%,0%,0%,0%,0%,"Wooster, Edgar",
,,,,,,,,,,,,,,,,Daniels,
CPSC,1060,10,Intro to Programming in Ja,35%,35%,19%,3%,3%,0%,0%,6%,0%,0%,0%,0%,"Adkins-Daniel,",
,,,,,,,,,,,,,,,,Alexandra Mariana,
CPSC,1060,20,Intro to Programming in Ja,44%,28%,15%,3%,7%,0%,0%,3%,1%,0%,0%,0%,"Adkins-Daniel,",
,,,,,,,,,,,,,,,,Alexandra Mariana,
CPSC,1070,10,Programming Methodolog,33%,20%,9%,4%,4%,0%,0%,29%,0%,0%,0%,0%,"Plaue, Christopher M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 51 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,1110,1,Intro to Programming in C,49%,26%,14%,1%,7%,0%,0%,2%,1%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,1210,1,Computational Thinking,53%,31%,12%,0%,0%,0%,0%,3%,1%,0%,0%,0%,"Dixon, Emma",
,,,,,,,,,,,,,,,,Elizabeth,
CPSC,1900,1,Teaching Assist Fundamen,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Plaue, Christopher M",
CPSC,2070,1,Discrete Structures,57%,24%,10%,1%,3%,0%,0%,5%,0%,0%,0%,0%,"Liu, Kai",
CPSC,2070,2,Discrete Structures,24%,31%,37%,4%,1%,0%,0%,2%,0%,0%,0%,0%,"Hedetniemi, Sandra",
,,,,,,,,,,,,,,,,M,
CPSC,2120,1,Algs/Data Structures,59%,29%,3%,2%,5%,0%,0%,2%,0%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2120,2,Algs/Data Structures,63%,16%,12%,0%,4%,0%,0%,5%,0%,0%,0%,0%,"Toxtli Hernandez,",
,,,,,,,,,,,,,,,,Carlos,
CPSC,2120,101,Algs/Data Structures,64%,23%,5%,2%,2%,0%,0%,4%,0%,0%,0%,0%,"Xu, Ran",
CPSC,2150,1,Software Dev Foundations,14%,38%,19%,4%,20%,0%,0%,5%,0%,0%,0%,0%,"Sun, Yu-Shan",
CPSC,2150,2,Software Dev Foundations,31%,43%,17%,1%,4%,0%,0%,4%,0%,0%,0%,0%,"Sun, Yu-Shan",
CPSC,2200,10,Problem Solving w/ Office,72%,18%,4%,2%,2%,0%,0%,4%,0%,0%,0%,0%,"Lowe, Rose M",
CPSC,2310,1,Intro Computer Org,47%,23%,13%,2%,13%,0%,0%,2%,0%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2310,2,Intro Computer Org,35%,30%,32%,2%,2%,0%,0%,0%,0%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2910,1,Sem in Professional Issues,83%,13%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,2910,2,Sem in Professional Issues,87%,9%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,2910,3,Sem in Professional Issues,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2910,4,Sem in Professional Issues,82%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2920,1,"Computing, Ethics & Societ",73%,13%,6%,4%,1%,0%,0%,3%,0%,0%,0%,0%,"Shue, Mitch",
CPSC,3120,1,Design Analysis of Algorith,43%,21%,13%,0%,16%,0%,0%,7%,0%,0%,0%,0%,"Srimani, Pradip K.",
CPSC,3120,2,Design Analysis of Algorith,40%,21%,12%,5%,11%,0%,0%,11%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,3220,1,Intro to Operating Systems,24%,17%,15%,4%,9%,0%,0%,30%,2%,0%,0%,0%,"Sorber, Jacob M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 52 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,3220,2,Intro to Operating Systems,35%,29%,8%,0%,0%,0%,0%,19%,10%,0%,0%,0%,"Ge, Rong",
CPSC,3300,1,Computer Systems Org,55%,16%,16%,5%,4%,0%,0%,2%,1%,0%,0%,0%,"Smotherman, Mark K",
CPSC,3500,1,Foundations of Computer,19%,45%,28%,2%,0%,0%,0%,6%,0%,0%,0%,0%,"Goddard, Wayne D",
CPSC,3520,1,Programming Systems,47%,45%,0%,2%,6%,0%,0%,0%,0%,0%,0%,0%,"Ligon, Walter B",
CPSC,3600,1,Network Programming,50%,33%,12%,3%,2%,0%,0%,0%,0%,0%,0%,0%,"Robb, Andrew C",
CPSC,3600,2,Network Programming,30%,43%,18%,2%,0%,0%,0%,7%,0%,0%,0%,0%,"Robb, Andrew C",
CPSC,3720,1,Software Engineering,97%,0%,2%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Rodeghero, Paige",
,,,,,,,,,,,,,,,,Anne,
CPSC,3720,2,Software Engineering,38%,51%,9%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,3750,10,Web Application Develop,66%,22%,8%,0%,2%,0%,0%,2%,0%,0%,0%,0%,"Baker, Craig L",
CPSC,3990,7,Eye Tracking Augmented,83%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,4030,1,Data Visualization,45%,24%,27%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,4040,1,Cmptr Graphics Image,35%,45%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,"Karamouzas, Ioannis",
CPSC,4050,1,Computer Graphics,20%,40%,13%,0%,0%,0%,0%,20%,7%,0%,0%,0%,"Dhillon, Daljit Singh",
CPSC,4110,1,Virtual Reality Systems,13%,75%,0%,6%,0%,0%,0%,6%,0%,0%,0%,0%,"Babu, Sabarish",
,,,,,,,,,,,,,,,,Venkat,
CPSC,4120,1,Eye Tracking Methodology,10%,60%,20%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,4140,1,Human and Computer Inte,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ghaiumy Anaraky,",
,,,,,,,,,,,,,,,,Reza,
CPSC,4160,1,2-D Game Engine Construc,38%,35%,0%,0%,24%,0%,0%,3%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
CPSC,4180,1,Usable Privacy and Securit,71%,22%,5%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Caine, Kelly E",
CPSC,4200,1,Computer Security Principl,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cheng, Long",
CPSC,4240,1,System Admin and Securit,84%,8%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,4300,1,Applied Data Science,81%,9%,3%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Hubig, Nina Christine",
CPSC,4420,1,Artificial Intelligence,43%,18%,18%,0%,4%,0%,0%,18%,0%,0%,0%,0%,"Razi, Abolfazl",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 53 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,4440,1,Cloud Computing Architect,53%,40%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
CPSC,4620,1,Database Management Sys,43%,29%,23%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,4620,2,Database Management Sys,28%,39%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4780,1,Gen Purpose Computation,33%,33%,17%,8%,0%,0%,0%,8%,0%,0%,0%,0%,"Jin, Shuangshuang",
CPSC,4820,1,Special Topic: Game Desig,81%,10%,6%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Freeman, Guo",
CPSC,4910,1,Sem in Professional Issues,55%,25%,18%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4910,2,Sem in Professional Issues,43%,43%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4910,3,Sem in Professional Issues,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,6030,1,Data Visualization,62%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,6040,1,Cptr Graphics Image,75%,8%,8%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Karamouzas, Ioannis",
CPSC,6040,843,Cptr Graphics Image,63%,13%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Karamouzas, Ioannis",
CPSC,6050,1,Computer Graphics,20%,20%,20%,0%,20%,0%,0%,20%,0%,0%,0%,0%,"Dhillon, Daljit Singh",
CPSC,6050,843,Computer Graphics,33%,17%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,"Dhillon, Daljit Singh",
CPSC,6110,1,Virtual Reality Systems,57%,29%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Babu, Sabarish",
,,,,,,,,,,,,,,,,Venkat,
CPSC,6120,1,Eye Tracking Methodology,75%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,6140,1,Human and Computer Inte,40%,44%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Knijnenburg, Bart",
CPSC,6160,1,2-D Game Engine Construc,36%,36%,21%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
CPSC,6180,1,Usable Privacy and Securit,44%,44%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Caine, Kelly E",
CPSC,6240,1,System Admin and Securit,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,6300,1,Applied Data Science,96%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Hubig, Nina Christine",
CPSC,6420,1,Artificial Intelligence,63%,23%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Razi, Abolfazl",
CPSC,6420,843,Artificial Intelligence,50%,17%,17%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Razi, Abolfazl",
CPSC,6440,1,Cloud Computing Architect,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 54 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,6620,1,Database Management Sys,42%,50%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,6770,1,Distributed/Cluster Compu,48%,37%,11%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Ngo, Linh Bao",
CPSC,6780,1,Gen Purpose Computation,63%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Jin, Shuangshuang",
CPSC,6810,1,MSCS Ready: Module 1,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kraemer, Eileen",
,,,,,,,,,,,,,,,,Theresa,
CPSC,6810,2,MSCS Ready: Module 2,61%,22%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,"Kraemer, Eileen",
,,,,,,,,,,,,,,,,Theresa,
CPSC,6820,1,Special Topics: Game Desig,91%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,"Freeman, Guo",
CPSC,6890,1,Programming Team Semin,60%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
CPSC,8110,1,Technical Character Anima,43%,29%,0%,0%,0%,0%,0%,14%,14%,0%,0%,0%,"Joerg, Christina",
,,,,,,,,,,,,,,,,Sophie,
CPSC,8110,843,Technical Character Anima,0%,50%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,"Joerg, Christina",
,,,,,,,,,,,,,,,,Sophie,
CPSC,8200,1,Parallel Architechture,65%,26%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ge, Rong",
CPSC,8280,1,Theory of Program. Langua,36%,18%,18%,0%,5%,0%,0%,23%,0%,0%,0%,0%,"Sitaraman, Murali",
CPSC,8380,1,Adv Data Structures,17%,39%,33%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Srimani, Pradip K.",
CPSC,8420,1,Advanced Machine Learnin,48%,26%,16%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Liu, Kai",
CPSC,8420,843,Advanced Machine Learnin,43%,14%,0%,0%,0%,0%,0%,43%,0%,0%,0%,0%,"Liu, Kai",
CPSC,8580,2,Security in Emerging Syste,72%,28%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pese, Mert",
CPSC,8700,1,O O Software Design,79%,12%,4%,0%,1%,0%,0%,3%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,8810,1,Deep Learning in Comp Vis,69%,29%,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Li, Nianyi",
CPSC,8810,2,Side Channel Iss in Cyberse,77%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Zhang, Zhenkai",
CPSC,8880,13,Directed Projects,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Hubig, Nina Christine",
CPSC,8880,26,Directed Projects,0%,0%,0%,0%,0%,0%,0%,0% ####,,0%,0%,0%,"Razi, Abolfazl",
CPSC,9500,1,Sel Top:SoC Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Zhang, Zhenkai",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 55 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,9500,2,Sel Topics: SOC Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Zhang, Zhenkai",
CPSC,9500,5,New PhD Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Sorber, Jacob M",
CPSC,9500,12,Software Engineering Spec,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Rodeghero, Paige",
,,,,,,,,,,,,,,,,Anne,
CPSC,9910,5,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Cheng, Long",
CPSC,9910,6,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,75%,0%,0%,25%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
